Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
12,Gamma_Disconnected;Beta_LineChain;Delta_Extremist,231.661,290.315,278.392,363.006,399.18,347.677,261.912,325.552,299.865,362.666,EVOLVING,2000.0,211,73,284,3492
13,Beta_AllEqual;Gamma_LoadFactor;Delta_Extremist,231.661,290.315,395.926,363.006,399.18,347.677,261.912,413.461,299.865,373.096,EVOLVING,2000.0,215,73,288,3780
14,Beta_LineChain;Alpha_Reversed;Delta_Extremist,231.661,290.315,395.926,363.006,421.015,347.677,393.086,413.461,299.865,450.791,EVOLVING,2000.0,219,73,292,4072
15,Gamma_LoadFactor;Alpha_HashCollision;Beta_ModuloStep,397.001,430.64,395.926,363.006,421.015,347.677,393.086,413.461,299.865,450.791,EVOLVING,2000.0,210,75,285,4357
16,Alpha_StarGraph;Gamma_Disconnected;Gamma_Sawtooth,397.001,430.64,395.926,441.443,421.015,388.414,393.086,413.461,477.116,450.791,EVOLVING,2000.0,216,74,290,4647
17,Alpha_Reversed;Gamma_Sawtooth;Beta_LineChain,397.001,430.64,395.926,441.443,439.45,388.414,404.916,413.461,477.116,450.791,EVOLVING,2000.0,224,70,294,4941
18,Alpha_Reversed;Beta_ModuloStep;Gamma_Sawtooth,397.001,434.631,395.926,441.443,439.45,388.414,442.896,413.461,477.116,450.791,EVOLVING,2000.0,215,72,287,5228
19,Gamma_Sawtooth;Alpha_StarGraph;Beta_LineChain,397.001,434.631,395.926,442.659,523.637,388.414,442.896,413.461,477.116,450.791,EVOLVING,2000.0,212,75,287,5515
20,Gamma_LoadFactor;Alpha_StarGraph;Gamma_Sawtooth,397.001,434.631,482.059,539.402,523.637,388.414,442.896,413.461,477.116,450.791,EVOLVING,2000.0,214,73,287,5802
21,Alpha_StarGraph;Beta_LineChain;Gamma_LoadFactor,397.001,434.631,482.059,539.402,523.637,388.414,442.896,413.461,477.116,450.791,EVOLVING,2000.0,211,71,282,6084
22,Beta_ModuloStep;Gamma_Sawtooth;Alpha_HashCollision,538.636,443.676,482.059,539.402,523.637,388.414,442.896,413.461,514.959,450.791,EVOLVING,2000.0,218,71,289,6373
23,Beta_AllEqual;Alpha_HashCollision;Alpha_Reversed,548.828,443.676,482.059,539.402,523.637,388.414,461.381,543.849,514.959,450.791,EVOLVING,2000.0,219,73,292,6665
24,Alpha_StarGraph;Alpha_HashCollision;Gamma_Sawtooth,548.828,443.676,482.059,551.589,523.637,388.414,461.381,543.849,542.925,450.791,EVOLVING,2000.0,224,75,299,6964
25,Gamma_LoadFactor;Alpha_HashCollision;Beta_AllEqual,548.828,443.676,552.72,551.589,523.637,388.414,461.381,561.95,542.925,450.791,EVOLVING,2000.0,215,78,293,7257
26,Gamma_Disconnected;Beta_LineChain;Gamma_Sawtooth,548.828,443.676,552.72,551.589,523.637,477.454,461.381,561.95,547.912,450.791,EVOLVING,2000.0,228,74,302,7559
27,Beta_LineChain;Beta_ModuloStep;Alpha_HashCollision,571.3,564.069,552.72,551.589,546.694,477.454,461.381,561.95,547.912,450.791,EVOLVING,2000.0,213,74,287,7846
28,Gamma_LoadFactor;Delta_Extremist;Beta_ModuloStep,571.3,564.069,552.72,551.589,546.694,477.454,461.381,561.95,547.912,556.851,EVOLVING,2000.0,216,72,288,8134
29,Gamma_LoadFactor;Gamma_Disconnected;Delta_Extremist,571.3,564.069,589.349,551.589,546.694,515.218,461.381,561.95,547.912,556.851,EVOLVING,2000.0,218,75,293,8427
30,Beta_LineChain;Gamma_Disconnected;Alpha_StarGraph,571.3,564.069,589.349,601.469,546.694,593.412,461.381,561.95,547.912,556.851,EVOLVING,2000.0,222,71,293,8720
31,Alpha_Reversed;Delta_Extremist;Beta_AllEqual,571.3,564.069,589.349,601.469,546.694,593.412,613.511,588.672,547.912,610.42,EVOLVING,2000.0,224,74,298,9018
32,Beta_LineChain;Delta_Extremist;Gamma_LoadFactor,571.3,564.069,589.349,601.469,546.694,593.412,613.511,588.672,547.912,610.42,EVOLVING,2000.0,212,75,287,9305
33,Beta_LineChain;Alpha_Reversed;Beta_ModuloStep,571.3,564.069,589.349,601.469,617.362,593.412,613.511,588.672,547.912,610.42,EVOLVING,2000.0,212,76,288,9593
34,Gamma_LoadFactor;Delta_Extremist;Beta_LineChain,571.3,564.069,623.605,601.469,624.809,593.412,613.511,588.672,547.912,610.42,EVOLVING,2000.0,227,71,298,9891
35,Gamma_Disconnected;Beta_LineChain;Beta_ModuloStep,571.3,564.069,623.605,601.469,624.809,593.412,613.511,588.672,547.912,610.42,EVOLVING,2000.0,220,79,299,10190
36,Alpha_HashCollision;Beta_ModuloStep;Gamma_LoadFactor,601.595,564.069,623.605,601.469,624.809,593.412,613.511,588.672,547.912,610.42,EVOLVING,2000.0,214,73,287,10477
37,Alpha_StarGraph;Alpha_Reversed;Gamma_Sawtooth,601.595,564.069,623.605,601.469,624.809,593.412,613.511,588.672,561.539,610.42,EVOLVING,2000.0,210,73,283,10760
38,Gamma_Sawtooth;Beta_LineChain;Alpha_HashCollision,601.595,564.069,623.605,601.469,624.809,593.412,613.511,588.672,561.539,610.42,EVOLVING,2000.0,220,76,296,11056
39,Alpha_StarGraph;Alpha_HashCollision;Delta_Extremist,601.595,564.069,623.605,601.469,624.809,593.412,613.511,588.672,561.539,631.486,EVOLVING,2000.0,212,75,287,11343
40,Beta_LineChain;Alpha_StarGraph;Alpha_HashCollision,601.595,564.069,623.605,601.469,624.809,593.412,613.511,588.672,561.539,631.486,EVOLVING,2000.0,219,77,296,11639
41,Beta_AllEqual;Beta_ModuloStep;Alpha_Reversed,601.595,564.069,623.605,601.469,624.809,593.412,613.511,588.672,561.539,631.486,EVOLVING,2000.0,211,80,291,11930
42,Alpha_HashCollision;Gamma_Disconnected;Alpha_StarGraph,608.411,564.069,623.605,611.958,624.809,598.649,613.511,588.672,561.539,631.486,EVOLVING,2000.0,211,74,285,12215
43,Alpha_StarGraph;Gamma_Disconnected;Alpha_Reversed,608.411,564.069,623.605,611.958,624.809,598.649,613.511,588.672,561.539,631.486,EVOLVING,2000.0,221,76,297,12512
44,Beta_LineChain;Alpha_StarGraph;Beta_ModuloStep,608.411,578.928,623.605,611.958,624.809,598.649,613.511,588.672,561.539,631.486,EVOLVING,2000.0,214,72,286,12798
45,Beta_ModuloStep;Alpha_StarGraph;Delta_Extremist,608.411,578.928,623.605,611.958,624.809,598.649,613.511,588.672,561.539,631.486,EVOLVING,2000.0,219,73,292,13090
46,Beta_AllEqual;Beta_ModuloStep;Beta_LineChain,608.411,578.928,623.605,611.958,624.809,598.649,613.511,588.672,561.539,631.486,EVOLVING,2000.0,216,77,293,13383
47,Gamma_LoadFactor;Delta_Extremist;Alpha_StarGraph,608.411,578.928,623.605,611.958,624.809,598.649,613.511,588.672,561.539,631.486,EVOLVING,2000.0,218,73,291,13674
48,Gamma_LoadFactor;Alpha_StarGraph;Alpha_HashCollision,608.411,578.928,627.583,611.958,624.809,598.649,613.511,588.672,561.539,631.486,EVOLVING,2000.0,216,73,289,13963
49,Gamma_Disconnected;Beta_AllEqual;Alpha_StarGraph,608.411,578.928,627.583,611.958,624.809,620.858,613.511,605.435,561.539,631.486,EVOLVING,2000.0,214,70,284,14247
50,Gamma_Sawtooth;Alpha_StarGraph;Gamma_LoadFactor,608.411,578.928,627.583,649.722,624.809,620.858,613.511,605.435,576.085,631.486,EVOLVING,2000.0,220,75,295,14542
